,[]
handsome,"['fine-looking', 'good-looking', 'better-looking', 'well-favored', 'well-favoured', 'big', 'bighearted', 'bounteous', 'bountiful', 'freehanded', 'giving', 'liberal']"
begged,"['beg', 'implore', 'pray', 'solicit']"
'behold,[]
jordan,"['Jordan', 'Jordan_River']"
jacob,['Jacob']
cry,"['outcry', 'call', 'yell', 'shout', 'vociferation', 'war_cry', 'rallying_cry', 'battle_cry', 'watchword', 'shout_out', 'scream', 'holler', 'hollo', 'squall', 'weep', 'exclaim', 'cry_out', 'call_out']"
quiver,"['frisson', 'shiver', 'chill', 'shudder', 'thrill', 'tingle', 'shaking', 'shakiness', 'trembling', 'quivering', 'vibration', 'palpitation', 'quake', 'palpitate', 'flicker', 'waver', 'flitter', 'flutter', 'pulsate']"
finished,"['complete', 'finish', 'finish_up', 'land_up', 'fetch_up', 'end_up', 'wind_up', 'end', 'stop', 'terminate', 'cease', 'eat_up', 'polish_off']"
mistress,"['kept_woman', 'fancy_woman', 'schoolmarm', ""schoolma'am""]"
riphath,[]
looked,"['look', 'appear', 'seem', 'search', 'front', 'face', 'attend', 'take_care', 'see', 'expect', 'await', 'wait', 'count', 'bet', 'depend', 'calculate']"
pasture,"['pastureland', 'grazing_land', 'lea', 'ley', 'eatage', 'forage', 'pasturage', 'grass', 'crop', 'graze', 'browse']"
indeed,[]
attack,"['onslaught', 'onset', 'onrush', 'fire', 'flak', 'flack', 'blast', 'approach', 'plan_of_attack', 'attempt', 'tone-beginning', 'assail', 'round', 'lash_out', 'snipe', 'assault', 'aggress']"
edge,"['border', 'boundary', 'bound', 'sharpness', 'inch', 'adjoin', 'abut', 'march', 'butt', 'butt_against']"
shut,"['close', 'exclude', 'keep_out', 'shut_out', 'unopen']"
poor,"['poor_people', 'hapless', 'miserable', 'misfortunate', 'pathetic', 'piteous', 'pitiable', 'pitiful', 'wretched', 'inadequate']"
solemnly,[]
things,"['thing', 'matter']"
provided,"['supply', 'provide', 'render', 'furnish', 'ply', 'cater', 'put_up', 'offer', 'leave', 'allow_for', 'allow']"
self,[]
magicians,"['magician', 'prestidigitator', 'conjurer', 'conjuror', 'illusionist', 'sorcerer', 'wizard', 'necromancer', 'thaumaturge']"
eri,[]
mount,"['saddle_horse', 'riding_horse', 'climb', 'mountain', 'setting', 'backing', 'wax', 'rise', 'hop_on', 'mount_up', 'get_on', 'jump_on', 'climb_on', 'bestride', 'climb_up', 'go_up', 'put_on']"
bondservant,[]
or,"['Oregon', 'Beaver_State', 'OR', 'operating_room', 'operating_theater', 'operating_theatre']"
upright,"['vertical', 'upright_piano', 'unsloped', 'good', 'just']"
my,[]
expanse,"['sweep', 'area']"
dothan,[]
toward,[]
abida,[]
arise,"['originate', 'rise', 'develop', 'uprise', 'spring_up', 'grow', 'come_up', 'bob_up', 'get_up', 'stand_up', 'lift', 'move_up', 'go_up', 'rebel', 'rise_up']"
followed,"['follow', 'postdate', 'fall_out', 'travel_along', 'comply', 'abide_by', 'come_after', 'conform_to', 'adopt', 'espouse', 'take_after', 'trace', 'watch', 'observe', 'watch_over', 'keep_an_eye_on', 'succeed', 'play_along', 'accompany', 'keep_up', 'keep_abreast', 'come', 'be', 'surveil', 'survey', 'pursue', 'stick_to']"
righteous,[]
salvation,[]
store,"['shop', 'stock', 'fund', 'memory', 'computer_memory', 'storage', 'computer_storage', 'memory_board', 'storehouse', 'depot', 'entrepot', 'hive_away', 'lay_in', 'put_in', 'salt_away', 'stack_away']"
escape,"['flight', 'escapism', 'evasion', 'dodging', 'leak', 'leakage', 'outflow', 'safety_valve', 'relief_valve', 'escape_valve', 'escape_cock', 'get_away', 'break_loose', 'miss', 'get_off', 'get_by', 'get_out', 'elude', 'scat', 'run', 'scarper', 'turn_tail', 'lam', 'run_away', 'hightail_it', 'bunk', 'head_for_the_hills', 'take_to_the_woods', 'fly_the_coop']"
bera,[]
past,"['past_times', 'yesteryear', 'past_tense', 'preceding', 'retiring']"
kids,"['child', 'kid', 'youngster', 'minor', 'shaver', 'nipper', 'small_fry', 'tiddler', 'tike', 'tyke', 'fry', 'nestling', 'kidskin', 'Kyd', 'Kid', 'Thomas_Kyd', 'Thomas_Kid', 'pull_the_leg_of', 'chaff', 'jolly', 'josh']"
said,"['state', 'say', 'tell', 'allege', 'aver', 'suppose', 'read', 'order', 'enjoin', 'pronounce', 'articulate', 'enounce', 'sound_out', 'enunciate', 'aforesaid']"
argue,"['reason', 'contend', 'debate', 'fence']"
benoni,[]
present,"['nowadays', 'present_tense', 'show', 'demo', 'exhibit', 'demonstrate', 'represent', 'lay_out', 'stage', 'submit', 'pose', 'award', 'give', 'gift', 'deliver', 'introduce', 'acquaint', 'portray', 'confront', 'face']"
possessions,"['possession', 'ownership', 'monomania', 'self-control', 'self-possession', 'willpower', 'will_power', 'self-command']"
covered,"['cover', 'spread_over', 'continue', 'extend', 'treat', 'handle', 'plow', 'deal', 'address', 'embrace', 'encompass', 'comprehend', 'traverse', 'track', 'cross', 'pass_over', 'get_over', 'get_across', 'cut_through', 'cut_across', 'report', 'cover_up', 'insure', 'underwrite', 'compensate', 'overcompensate', 'shroud', 'enshroud', 'hide', 'breed', 'overlay', 'brood', 'hatch', 'incubate']"
smell,"['odor', 'odour', 'olfactory_sensation', 'olfactory_perception', 'olfactory_property', 'aroma', 'scent', 'spirit', 'tone', 'feel', 'feeling', 'flavor', 'flavour', 'look', 'sense_of_smell', 'olfaction', 'olfactory_modality', 'smelling', 'smack', 'reek', 'smell_out']"
peaceably,[]
above,"['supra', 'higher_up', 'in_a_higher_place']"
played,"['play', 'act', 'represent', 'spiel', 'act_as', 'recreate', 'toy', 'run', 'fiddle', 'diddle', 'dally', 'trifle', 'flirt', 'roleplay', 'playact', 'bring', 'work', 'wreak', 'make_for', 'bet', 'wager', 'meet', 'encounter']"
youth,"['young_person', 'younker', 'spring_chicken', 'young', 'early_days', 'youthfulness']"
joined,"['join', 'fall_in', 'get_together', 'bring_together', 'conjoin', 'connect', 'link', 'link_up', 'unite', 'united', 'coupled']"
understand,"['realize', 'realise', 'see', 'read', 'interpret', 'translate', 'infer', 'sympathize', 'sympathise', 'empathize']"
trespass,"['encroachment', 'violation', 'intrusion', 'usurpation', 'intrude', 'take_advantage', 'sin', 'transgress']"
rule,"['regulation', 'convention', 'normal', 'pattern', 'formula', 'prescript', 'linguistic_rule', 'principle', 'dominion', 'ruler', 'govern', 'decree', 'predominate', 'dominate', 'reign', 'prevail', 'find', 'harness']"
ford,"['Ford', 'John_Ford', 'Henry_Ford_II', 'Edsel_Bryant_Ford', 'Ford_Madox_Ford', 'Ford_Hermann_Hueffer', 'Gerald_Ford', 'Gerald_R._Ford', 'Gerald_Rudolph_Ford', 'President_Ford', 'Henry_Ford', 'crossing']"
eliphaz,[]
very,"['identical', 'selfsame', 'really', 'real']"
worth,"['Worth', 'Charles_Frederick_Worth']"
torch,"['common_mullein', 'great_mullein', ""Aaron's_rod"", 'flannel_mullein', 'woolly_mullein', 'Verbascum_thapsus', 'flashlight', 'blowtorch']"
sarai,[]
went,"['travel', 'go', 'move', 'locomote', 'proceed', 'go_away', 'depart', 'become', 'get', 'run', 'pass', 'lead', 'extend', 'sound', 'function', 'work', 'operate', 'run_low', 'run_short', 'survive', 'last', 'live', 'live_on', 'endure', 'hold_up', 'hold_out', 'die', 'decease', 'perish', 'exit', 'pass_away', 'expire', 'kick_the_bucket', ""cash_in_one's_chips"", 'buy_the_farm', 'conk', 'give-up_the_ghost', 'drop_dead', 'pop_off', 'choke', 'croak', 'snuff_it', 'belong', 'start', 'get_going', 'blend', 'blend_in', 'fit', 'rifle', 'plump', 'fail', 'go_bad', 'give_way', 'give_out', 'conk_out', 'break']"
subtle,"['elusive', 'insidious']"
plundered,"['loot', 'plunder', 'sack', 'despoil', 'reave', 'strip', 'rifle', 'ransack', 'pillage', 'foray', 'rape', 'spoil', 'violate', 'looted', 'pillaged']"
strap,"['shoulder_strap', 'flog', 'welt', 'whip', 'lather', 'lash', 'slash']"
bless,"['sign', 'consecrate', 'hallow']"
giving,"['gift', 'give', 'yield', 'afford', 'pay', 'hold', 'throw', 'have', 'make', 'present', 'devote', 'render', 'return', 'generate', 'impart', 'leave', 'pass_on', 'establish', 'sacrifice', 'pass', 'hand', 'reach', 'turn_over', 'dedicate', 'consecrate', 'commit', 'apply', 'grant', 'move_over', 'give_way', 'ease_up', 'feed', 'contribute', 'chip_in', 'kick_in', 'collapse', 'fall_in', 'cave_in', 'break', 'founder', 'open', 'big', 'bighearted', 'bounteous', 'bountiful', 'freehanded', 'handsome', 'liberal']"
everlasting,"['everlasting_flower', 'ageless', 'aeonian', 'eonian', 'eternal', 'perpetual', 'unending', 'unceasing', 'arrant', 'complete', 'consummate', 'double-dyed', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter']"
heth,[]
rouse,"['bestir', 'rout_out', 'drive_out', 'force_out', 'agitate', 'turn_on', 'charge', 'commove', 'excite', 'charge_up', 'awaken', 'wake', 'waken', 'wake_up']"
colts,['colt']
me,"['Maine', 'Pine_Tree_State']"
see,"['understand', 'realize', 'realise', 'witness', 'find', 'visualize', 'visualise', 'envision', 'project', 'fancy', 'figure', 'picture', 'image', 'consider', 'reckon', 'view', 'regard', 'learn', 'hear', 'get_word', 'get_wind', 'pick_up', 'find_out', 'get_a_line', 'discover', 'watch', 'catch', 'take_in', 'meet', 'run_into', 'encounter', 'run_across', 'come_across', 'determine', 'check', 'ascertain', 'insure', 'see_to_it', 'ensure', 'control', 'assure', 'visit', 'attend', 'take_care', 'look', 'go_steady', 'go_out', 'date', 'examine', 'experience', 'go_through', 'escort', 'interpret']"
harp,"['harmonica', 'mouth_organ', 'mouth_harp']"
least,[]
within,[]
'the,[]
charging,"['charge', 'bear_down', 'accuse', 'bill', 'tear', 'shoot', 'shoot_down', 'buck', 'appoint', 'lodge', 'file', 'commit', 'institutionalize', 'institutionalise', 'send', 'consign', 'agitate', 'rouse', 'turn_on', 'commove', 'excite', 'charge_up', 'load', 'level', 'point', 'saddle', 'burden']"
aromatic,[]
inhabitants,"['inhabitant', 'habitant', 'dweller', 'denizen']"
build,"['physique', 'body-build', 'habitus', 'human_body', 'physical_body', 'material_body', 'soma', 'figure', 'anatomy', 'shape', 'bod', 'chassis', 'frame', 'form', 'flesh', 'construct', 'make', 'build_up', 'work_up', 'progress', 'establish']"
dismounted,"['unhorse', 'dismount', 'light', 'get_off']"
journey,['journeying']
suitable,"['suited', 'desirable']"
sea,[]
talk,"['talking', 'lecture', 'public_lecture', 'talk_of_the_town', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise', 'spill', 'spill_the_beans', 'let_the_cat_out_of_the_bag', 'tattle', 'blab', 'peach', 'babble', 'sing', 'babble_out']"
'surely,[]
threw,"['throw', 'shed', 'cast', 'cast_off', 'shake_off', 'throw_off', 'throw_away', 'drop', 'thrust', 'give', 'flip', 'switch', 'project', 'contrive', 'bewilder', 'bemuse', 'discombobulate', 'hurl', 'hold', 'have', 'make', 'confuse', 'fox', 'befuddle', 'fuddle', 'bedevil']"
such,[]
hundred,"['100', 'C', 'century', 'one_C', 'one_hundred']"
sought,"['seek', 'search', 'look_for', 'try', 'attempt', 'essay', 'assay']"
arms,"['weaponry', 'implements_of_war', 'weapons_system', 'munition', 'coat_of_arms', 'blazon', 'blazonry', 'arm', 'branch', 'limb', 'weapon', 'weapon_system', 'subdivision', 'sleeve', 'build_up', 'fortify']"
peleg,[]
spring,"['springtime', 'fountain', 'outflow', 'outpouring', 'natural_spring', 'give', 'springiness', 'leap', 'leaping', 'saltation', 'bound', 'bounce', 'jump', 'form', 'take_form', 'take_shape', 'resile', 'take_a_hop', 'rebound', 'recoil', 'reverberate']"
hamathite,[]
loud,"['brassy', 'cheap', 'flash', 'flashy', 'garish', 'gaudy', 'gimcrack', 'meretricious', 'tacky', 'tatty', 'tawdry', 'trashy', 'forte', 'loudly']"
teraphim,[]
spent,"['spend', 'pass', 'expend', 'drop', 'exhausted', 'dog-tired', 'fagged', 'fatigued', 'played_out', 'washed-out', 'worn-out']"
rachel's,[]
assyria,[]
pharaoh's,[]
birsha,[]
abundantly,"['copiously', 'profusely']"
shaveh,[]
forced,"['coerce', 'hale', 'squeeze', 'pressure', 'force', 'impel', 'push', 'thrust', 'wedge', 'drive', 'ram', 'pull', 'draw', 'storm', 'constrained']"
eder,[]
evil,"['immorality', 'wickedness', 'iniquity', 'evilness', 'vicious', 'malefic', 'malevolent']"
sarah's,[]
bore,"['dullard', 'tidal_bore', 'eagre', 'aegir', 'eager', 'gauge', 'caliber', 'calibre', 'bore-hole', 'drill_hole', 'tire', 'drill', 'bear', 'give_birth', 'deliver', 'birth', 'have', 'digest', 'endure', 'stick_out', 'stomach', 'stand', 'tolerate', 'support', 'brook', 'abide', 'suffer', 'put_up', 'turn_out', 'take_over', 'accept', 'assume', 'hold', 'carry', 'contain', 'yield', 'pay', 'wear', 'behave', 'acquit', 'deport', 'conduct', 'comport', 'have_a_bun_in_the_oven', 'gestate']"
revealed,"['uncover', 'bring_out', 'unveil', 'reveal', 'unwrap', 'disclose', 'let_on', 'discover', 'expose', 'divulge', 'break', 'give_away']"
doubled,"['double', 'duplicate', 'double_over', 'double_up', 'reduplicate', 'repeat', 'replicate', 'twofold']"
out,"['come_out_of_the_closet', 'come_out', 'extinct', 'forbidden', 'prohibited', 'proscribed', 'taboo', 'tabu', 'verboten', 'knocked_out', 'kayoed', ""KO'd"", 'stunned']"
roi,"['return_on_invested_capital', 'return_on_investment']"
plowing,"['ploughing', 'plow', 'plough', 'turn', 'cover', 'treat', 'handle', 'deal']"
springs,"['spring', 'springtime', 'fountain', 'outflow', 'outpouring', 'natural_spring', 'give', 'springiness', 'leap', 'leaping', 'saltation', 'bound', 'bounce', 'jump', 'form', 'take_form', 'take_shape', 'resile', 'take_a_hop', 'rebound', 'recoil', 'reverberate']"
shouldn't,[]
camp,"['encampment', 'cantonment', 'bivouac', 'clique', 'coterie', 'ingroup', 'inner_circle', 'pack', 'refugee_camp', 'summer_camp', 'encamp', 'camp_out', 'tent', 'camp_down']"
zemarite,[]
calf,['sura']
here,"['Hera', 'Here']"
can't,[]
binding,"['dressing', 'bandaging', 'ski_binding', 'book_binding', 'cover', 'back', 'adhere', 'hold_fast', 'bond', 'bind', 'stick', 'stick_to', 'tie', 'attach', 'bandage', 'tie_down', 'tie_up', 'truss', 'oblige', 'hold', 'obligate']"
perez,[]
cried,"['shout', 'shout_out', 'cry', 'call', 'yell', 'scream', 'holler', 'hollo', 'squall', 'weep', 'exclaim', 'cry_out', 'outcry', 'call_out']"
tema,[]
weeping,"['crying', 'tears', 'cry', 'weep', 'dolorous', 'dolourous', 'lachrymose', 'tearful', 'cernuous', 'drooping', 'nodding']"
keepers,"['keeper', 'custodian']"
by,"['past', 'aside']"
knife,['tongue']
five,"['5', 'V', 'cinque', 'quint', 'quintet', 'fivesome', 'quintuplet', 'pentad', 'fin', 'Phoebe', 'Little_Phoebe', 'basketball_team', 'five-spot']"
king's,[]
enlarge,"['blow_up', 'magnify', 'elaborate', 'lucubrate', 'expatiate', 'exposit', 'flesh_out', 'expand', 'expound']"
forty,"['40', 'XL', 'xl']"
dan,[]
bring,"['convey', 'take', 'work', 'play', 'wreak', 'make_for', 'get', 'fetch', 'land', 'institute', 'lend', 'impart', 'bestow', 'contribute', 'add']"
naphtali,[]
didn't,[]
shelah,[]
dealt,"['cover', 'treat', 'handle', 'plow', 'deal', 'address', 'consider', 'take', 'look_at', 'cope', 'get_by', 'make_out', 'make_do', 'contend', 'grapple', 'manage', 'distribute', 'administer', 'mete_out', 'parcel_out', 'lot', 'dispense', 'shell_out', 'deal_out', 'dish_out', 'allot', 'dole_out', 'sell', 'trade', 'care', 'conduct', 'carry_on', 'share', 'divvy_up', 'portion_out']"
lights,"['light', 'visible_light', 'visible_radiation', 'light_source', 'luminosity', 'brightness', 'brightness_level', 'luminance', 'luminousness', 'illumination', 'lightness', 'lighting', 'sparkle', 'twinkle', 'spark', 'Inner_Light', 'Light', 'Light_Within', 'Christ_Within', 'lighter', 'igniter', 'ignitor', 'illume', 'illumine', 'light_up', 'illuminate', 'fire_up', 'alight', 'perch', 'ignite', 'fall', 'unhorse', 'dismount', 'get_off']"
black,"['blackness', 'inkiness', 'total_darkness', 'lightlessness', 'pitch_blackness', 'Black', 'Joseph_Black', 'Shirley_Temple_Black', 'Shirley_Temple', 'Black_person', 'blackamoor', 'Negro', 'Negroid', 'blacken', 'melanize', 'melanise', 'nigrify', 'bleak', 'dim', 'dark', 'sinister', 'calamitous', 'disastrous', 'fatal', 'fateful', 'blackened', 'pitch-black', 'pitch-dark', 'grim', 'mordant', 'bootleg', 'black-market', 'contraband', 'smuggled', 'disgraceful', 'ignominious', 'inglorious', 'opprobrious', 'shameful']"
its,['information_technology']
there,"['at_that_place', 'in_that_location', 'in_that_respect', 'on_that_point']"
couldn't,[]
shamed,"['dishonor', 'disgrace', 'dishonour', 'attaint', 'shame', 'simulate', 'assume', 'sham', 'feign', 'pretend', 'affect', 'dissemble', 'guilty', 'hangdog', 'shamefaced', 'discredited', 'disgraced']"
plane,"['airplane', 'aeroplane', 'sheet', 'planer', 'planing_machine', ""carpenter's_plane"", 'woodworking_plane', 'shave', 'skim', 'flat']"
ten's,[]
bethuel,[]
battle,"['conflict', 'fight', 'engagement', 'struggle']"
prayed,"['pray', 'beg']"
loaded,"['load', 'lade', 'laden', 'load_up', 'charge', 'adulterate', 'stretch', 'dilute', 'debase', 'ladened', 'affluent', 'flush', 'moneyed', 'wealthy', 'besotted', 'blind_drunk', 'blotto', 'crocked', 'cockeyed', 'fuddled', 'pie-eyed', 'pissed', 'pixilated', 'plastered', 'slopped', 'sloshed', 'smashed', 'soaked', 'soused', 'sozzled', 'squiffy', 'stiff', 'tight']"
under,['nether']
second,"['sec', 's', 'moment', 'mo', 'minute', 'bit', 'second_base', 'instant', 'arcsecond', 'secondment', 'endorsement', 'indorsement', 'second_gear', 'irregular', 'back', 'endorse', 'indorse', '2nd', '2d']"
fifth,"['one-fifth', 'fifth_part', 'twenty_percent']"
bela,[]
at,"['astatine', 'At']"
ishbak,[]
ephron,[]
sephar,[]
look,"['expression', 'aspect', 'facial_expression', 'face', 'looking', 'looking_at', 'spirit', 'tone', 'feel', 'feeling', 'flavor', 'flavour', 'smell', 'appear', 'seem', 'search', 'front', 'attend', 'take_care', 'see', 'expect', 'await', 'wait', 'count', 'bet', 'depend', 'calculate']"
sheep,[]
knees,"['knee', 'knee_joint', 'human_knee', 'articulatio_genus', 'genu']"
appoints,"['appoint', 'name', 'nominate', 'constitute']"
these,[]
nothing,"['nil', 'nix', 'nada', 'null', 'aught', 'cipher', 'cypher', 'goose_egg', 'naught', 'zero', 'zilch', 'zip']"
fought,"['contend', 'fight', 'struggle', 'oppose', 'fight_back', 'fight_down', 'defend', 'crusade', 'press', 'campaign', 'push']"
feet,"['foot', 'human_foot', 'pes', 'ft', 'animal_foot', 'foundation', 'base', 'fundament', 'groundwork', 'substructure', 'understructure', 'invertebrate_foot', 'infantry', 'metrical_foot']"
harvest,"['crop', 'harvesting', 'harvest_home', 'harvest_time', 'reap']"
exceedingly,"['extremely', 'super']"
because,[]
feebler,"['feeble', 'lame', 'faint', 'decrepit', 'debile', 'infirm', 'rickety', 'sapless', 'weak', 'weakly']"
been,"['be', 'exist', 'equal', 'constitute', 'represent', 'make_up', 'comprise', 'follow', 'embody', 'personify', 'live']"
garden,[]
vine,[]
sodom,[]
stones,"['rock', 'stone', 'gem', 'gemstone', 'pit', 'endocarp', 'Stone', 'Harlan_Stone', 'Harlan_F._Stone', 'Harlan_Fisk_Stone', 'Oliver_Stone', 'Lucy_Stone', 'I._F._Stone', 'Isidor_Feinstein_Stone', 'Harlan_Fiske_Stone', 'Edward_Durell_Stone']"
